"region";"utbildningsnivå";"ålder";"kön";"2018"
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";45
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";46
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";27
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";36
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";86
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";49
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";560
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";287
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";451
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";341
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";165
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";251
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";13
"1381 Laholm";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";29
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";560
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";444
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";169
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";94
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";156
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";79
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";210
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";103
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";408
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";217
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";162
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";143
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";36
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";65
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";6
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";25
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";0
"1381 Laholm";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";2
"1381 Laholm";"gymnasial utbildning, högst 2 år";"16-24 år";"män";45
"1381 Laholm";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";32
"1381 Laholm";"gymnasial utbildning, högst 2 år";"25-34 år";"män";124
"1381 Laholm";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";109
"1381 Laholm";"gymnasial utbildning, högst 2 år";"35-44 år";"män";238
"1381 Laholm";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";143
"1381 Laholm";"gymnasial utbildning, högst 2 år";"45-54 år";"män";766
"1381 Laholm";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";499
"1381 Laholm";"gymnasial utbildning, högst 2 år";"55-64 år";"män";656
"1381 Laholm";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";632
"1381 Laholm";"gymnasial utbildning, högst 2 år";"65-74 år";"män";479
"1381 Laholm";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";668
"1381 Laholm";"gymnasial utbildning, högst 2 år";"75-84 år";"män";228
"1381 Laholm";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";338
"1381 Laholm";"gymnasial utbildning, högst 2 år";"85-94 år";"män";57
"1381 Laholm";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";114
"1381 Laholm";"gymnasial utbildning, högst 2 år";"95+ år";"män";5
"1381 Laholm";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";5
"1381 Laholm";"gymnasial utbildning, 3 år";"16-24 år";"män";491
"1381 Laholm";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";403
"1381 Laholm";"gymnasial utbildning, 3 år";"25-34 år";"män";723
"1381 Laholm";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";518
"1381 Laholm";"gymnasial utbildning, 3 år";"35-44 år";"män";551
"1381 Laholm";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";481
"1381 Laholm";"gymnasial utbildning, 3 år";"45-54 år";"män";240
"1381 Laholm";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";363
"1381 Laholm";"gymnasial utbildning, 3 år";"55-64 år";"män";150
"1381 Laholm";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";232
"1381 Laholm";"gymnasial utbildning, 3 år";"65-74 år";"män";242
"1381 Laholm";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";155
"1381 Laholm";"gymnasial utbildning, 3 år";"75-84 år";"män";107
"1381 Laholm";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";45
"1381 Laholm";"gymnasial utbildning, 3 år";"85-94 år";"män";27
"1381 Laholm";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";14
"1381 Laholm";"gymnasial utbildning, 3 år";"95+ år";"män";2
"1381 Laholm";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";0
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";47
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";63
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";162
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";207
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";162
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";176
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";198
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";262
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";189
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";249
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";205
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";217
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";61
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";79
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";16
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";12
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
"1381 Laholm";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";2
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";13
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";26
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";144
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";373
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";212
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";427
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";189
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";355
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";132
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";241
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";187
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";216
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";93
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";105
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";15
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";20
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";1
"1381 Laholm";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";1
"1381 Laholm";"forskarutbildning";"16-24 år";"män";0
"1381 Laholm";"forskarutbildning";"16-24 år";"kvinnor";0
"1381 Laholm";"forskarutbildning";"25-34 år";"män";1
"1381 Laholm";"forskarutbildning";"25-34 år";"kvinnor";1
"1381 Laholm";"forskarutbildning";"35-44 år";"män";5
"1381 Laholm";"forskarutbildning";"35-44 år";"kvinnor";3
"1381 Laholm";"forskarutbildning";"45-54 år";"män";8
"1381 Laholm";"forskarutbildning";"45-54 år";"kvinnor";6
"1381 Laholm";"forskarutbildning";"55-64 år";"män";6
"1381 Laholm";"forskarutbildning";"55-64 år";"kvinnor";4
"1381 Laholm";"forskarutbildning";"65-74 år";"män";11
"1381 Laholm";"forskarutbildning";"65-74 år";"kvinnor";1
"1381 Laholm";"forskarutbildning";"75-84 år";"män";2
"1381 Laholm";"forskarutbildning";"75-84 år";"kvinnor";2
"1381 Laholm";"forskarutbildning";"85-94 år";"män";1
"1381 Laholm";"forskarutbildning";"85-94 år";"kvinnor";0
"1381 Laholm";"forskarutbildning";"95+ år";"män";0
"1381 Laholm";"forskarutbildning";"95+ år";"kvinnor";0
"1381 Laholm";"uppgift om utbildningsnivå saknas";"16-24 år";"män";113
"1381 Laholm";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";68
"1381 Laholm";"uppgift om utbildningsnivå saknas";"25-34 år";"män";57
"1381 Laholm";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";40
"1381 Laholm";"uppgift om utbildningsnivå saknas";"35-44 år";"män";39
"1381 Laholm";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";27
"1381 Laholm";"uppgift om utbildningsnivå saknas";"45-54 år";"män";26
"1381 Laholm";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";17
"1381 Laholm";"uppgift om utbildningsnivå saknas";"55-64 år";"män";16
"1381 Laholm";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";13
"1381 Laholm";"uppgift om utbildningsnivå saknas";"65-74 år";"män";22
"1381 Laholm";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";18
"1381 Laholm";"uppgift om utbildningsnivå saknas";"75-84 år";"män";11
"1381 Laholm";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";15
"1381 Laholm";"uppgift om utbildningsnivå saknas";"85-94 år";"män";0
"1381 Laholm";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";8
"1381 Laholm";"uppgift om utbildningsnivå saknas";"95+ år";"män";1
"1381 Laholm";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";1
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";23
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";12
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";58
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";65
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";90
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";97
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";59
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";103
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";74
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";77
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";807
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";481
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";688
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";614
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";261
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";452
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";14
"1382 Falkenberg";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";46
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";932
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";808
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";290
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";173
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";235
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";126
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";367
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";171
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";623
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";314
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";255
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";237
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";71
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";139
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";21
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";56
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";2
"1382 Falkenberg";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";7
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"16-24 år";"män";91
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";70
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"25-34 år";"män";272
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";202
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"35-44 år";"män";374
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";250
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"45-54 år";"män";1303
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";859
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"55-64 år";"män";1094
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";1088
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"65-74 år";"män";797
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";1120
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"75-84 år";"män";357
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";635
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"85-94 år";"män";113
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";226
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"95+ år";"män";8
"1382 Falkenberg";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";20
"1382 Falkenberg";"gymnasial utbildning, 3 år";"16-24 år";"män";1042
"1382 Falkenberg";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";921
"1382 Falkenberg";"gymnasial utbildning, 3 år";"25-34 år";"män";1438
"1382 Falkenberg";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";1071
"1382 Falkenberg";"gymnasial utbildning, 3 år";"35-44 år";"män";1030
"1382 Falkenberg";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";766
"1382 Falkenberg";"gymnasial utbildning, 3 år";"45-54 år";"män";394
"1382 Falkenberg";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";599
"1382 Falkenberg";"gymnasial utbildning, 3 år";"55-64 år";"män";308
"1382 Falkenberg";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";386
"1382 Falkenberg";"gymnasial utbildning, 3 år";"65-74 år";"män";379
"1382 Falkenberg";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";269
"1382 Falkenberg";"gymnasial utbildning, 3 år";"75-84 år";"män";190
"1382 Falkenberg";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";89
"1382 Falkenberg";"gymnasial utbildning, 3 år";"85-94 år";"män";44
"1382 Falkenberg";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";16
"1382 Falkenberg";"gymnasial utbildning, 3 år";"95+ år";"män";4
"1382 Falkenberg";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";0
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";96
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";119
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";360
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";432
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";296
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";296
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";351
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";424
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";336
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";410
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";303
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";342
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";124
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";151
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";27
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";42
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
"1382 Falkenberg";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";2
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";13
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";38
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";277
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";600
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";402
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";821
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";341
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";605
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";269
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";451
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";337
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";403
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";153
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";187
"1382 Falkenberg";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";42
